,TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR),Age
931809,T931810,C8621524,1986-11-22,M,SHARJAH,82258.82,2016-09-11,17:52:55,49600.0,29
931837,T931838,C9023427,1984-11-16,M,AL SALMIYA,17477.46,2016-09-11,18:31:57,9900.0,31
931979,T931980,C9042686,1988-12-18,M,SINGAPORE,61544.94,2016-09-11,15:28:25,330.0,27
932013,T932014,C2133137,1995-06-21,F,NORBURY,753575.35,2016-09-11,15:48:25,374.0,21
932458,T932459,C4312135,1974-09-15,M,ABU DHABI,14571.49,2016-09-11,17:46:39,2198.0,42
932476,T932477,C8326351,1982-03-12,M,SUNNYVALE,41433.77,2016-09-11,16:27:23,480.0,34
932845,T932846,C4793028,1970-09-28,M,KUWAIT,7186.14,2016-09-11,13:34:51,8850.0,46
932960,T932961,C3934134,1974-06-03,M,JEBEL ALI,20873.34,2016-09-11,17:26:49,2500.0,42
933059,T933060,C3024784,1991-11-07,F,CAMPBELL,42026.9,2016-09-11,17:17:50,750.0,24
934331,T934332,C7638930,1983-12-18,M,MUSCAT,16.26,2016-09-11,14:38:36,255.0,32
934366,T934367,C1438946,1983-12-18,M,MUSCAT,16.26,2016-09-11,14:33:58,300.0,32
934684,T934685,C8842485,1984-03-31,F,HOUSTON,775900.62,2016-09-11,18:57:16,2199.0,32
934886,T934887,C1924766,1991-11-07,F,CAMPBELL,42026.9,2016-09-11,17:50:48,8598.0,24
935327,T935328,C4525744,1989-08-18,M,SHEIKH ZAYED ROAD,353202.48,2016-09-11,15:30:51,3990.0,27
935759,T935760,C8034546,1986-11-30,F,DUBAI,80245.91,2016-09-11,19:17:33,720.0,29
936697,T936698,C3219914,1987-08-01,M,TOKYO,78539.56,2016-09-11,20:17:55,2188.0,29
936836,T936837,C4179088,1963-08-04,M,LONDON,43067.21,2016-09-11,18:33:59,1265.0,53
937028,T937029,C3444080,1968-07-30,M,SHARJAH,863740.39,2016-09-11,19:59:21,376.3,48
937096,T937097,C1432454,1981-06-16,M,ABU DHABI,143.28,2016-09-11,16:41:42,4000.0,35
937212,T937213,C9040341,1988-08-04,M,JUBAIL,487.03,2016-09-11,17:57:50,4000.0,28
937277,T937278,C6630784,1957-12-24,M,JUBAILI IND CITY,277487.7,2016-09-11,20:08:16,2249.0,58
937637,T937638,C5142169,1978-12-07,M,FRAMINGHAM,65351.68,2016-09-11,17:07:37,2958.0,37
937774,T937775,C1438948,1983-12-18,M,MUSCAT,16.26,2016-09-11,19:44:06,265.0,32
937834,T937835,C7720341,1983-11-19,F,KUWAIT,35359.95,2016-09-11,19:45:36,3299.0,32
938326,T938327,C2717442,1983-05-01,F,DUBAI,503193.25,2016-09-11,20:08:03,10000.0,33
938398,T938399,C6438751,1981-01-23,M,DUBAI,449727.34,2016-09-11,18:40:16,2699.0,35
939141,T939142,C8312656,1981-08-17,M,DUBAI,566475.42,2016-09-11,20:05:31,50.0,35
939613,T939614,C2913714,1969-01-17,M,JEDDAH,147357.6,2016-09-11,17:40:31,5000.0,47
939685,T939686,C1138956,1983-12-18,M,MUSCAT,16.26,2016-09-11,19:40:29,265.0,32
939858,T939859,C3026320,1982-03-12,M,SUNNYVALE,41433.77,2016-09-11,16:18:13,712.0,34
939992,T939993,C4834566,1986-11-30,F,DUBAI,80245.91,2016-09-11,19:35:54,860.0,29
940048,T940049,C8783780,1977-11-15,M,ABU DHABI,929317.38,2016-09-11,19:17:21,230.0,38
940402,T940403,C8034836,1987-06-18,M,DUBAI,828645.92,2016-09-11,18:58:17,1399.0,29
940633,T940634,C6533624,1963-10-15,M,ABU DHABI,680337.88,2016-09-11,21:43:46,1392.0,53
940650,T940651,C8822412,1982-10-25,M,DUBAI,1127892.55,2016-09-11,20:48:12,24100.0,34
940877,T940878,C7211054,1986-10-16,F,SHARJAH,85561.95,2016-09-11,19:28:46,326.0,30
940928,T940929,C5434116,1974-06-03,M,JEBEL ALI,20873.34,2016-09-11,20:32:40,3145.0,42
941653,T941654,C7121250,1987-05-05,F,LAGOS,546.14,2016-09-11,22:12:45,243.0,29
942185,T942186,C6489234,1994-11-27,F,FLORIDA,1022943.64,2016-09-11,20:28:33,4972.5,21
942239,T942240,C6033149,1995-06-21,F,NORBURY,753575.35,2016-09-11,23:09:28,5787.0,21
942360,T942361,C1737123,1990-06-07,F,NAWALPARASI,10973.34,2016-09-11,18:52:49,108.0,26
942684,T942685,C8033641,1963-10-15,M,ABU DHABI,680337.88,2016-09-11,21:59:39,1800.0,53
943185,T943186,C6885267,1978-11-27,M,MUNICH,229556.36,2016-09-11,20:33:42,5894.0,37
944462,T944463,C7022438,1982-10-25,M,DUBAI,1127892.55,2016-09-11,20:38:13,6735.0,34
944518,T944519,C4134838,1987-06-18,M,DUBAI,828645.92,2016-09-11,19:39:34,1097.0,29
944858,T944859,C5234126,1985-05-31,M,ABU DHABI,17862.14,2016-09-11,19:35:17,938.0,31
945121,T945122,C2621024,1981-01-07,F,DOHA,10880.26,2016-09-11,20:29:30,3419.57,35
945136,T945137,C7424965,1955-04-01,M,MUSCAT,5515892.51,2016-09-11,21:30:22,11778.0,61
945418,T945419,C8917718,1981-12-25,M,NSW,26904.85,2016-09-11,20:44:47,632.62,34
945589,T945590,C2930747,1957-12-24,M,JUBAILI IND CITY,277487.7,2016-09-11,21:17:45,2755.0,58
946193,T946194,C3013171,1984-11-28,M,DUBAI,135820.79,2016-09-11,20:07:32,990.0,31
946230,T946231,C5525774,1989-08-18,M,SHEIKH ZAYED ROAD,353202.48,2016-09-11,21:07:35,9865.0,27
946343,T946344,C2334177,1985-05-31,M,ABU DHABI,17862.14,2016-09-11,20:26:12,346.0,31
946507,T946508,C3826912,1969-10-03,M,SAFAT,418783.34,2016-09-10,23:20:27,6000.0,47
946699,T946700,C2812657,1986-10-22,F,DUBLIN1,766935.27,2016-09-10,21:43:34,399.0,30
946904,T946905,C4826322,1982-03-12,M,SUNNYVALE,41433.77,2016-09-11,20:55:22,310.0,34
946988,T946989,C1521450,1968-05-19,M,SOUTH MORANG,149700.38,2016-09-11,21:09:10,3290.64,48
947221,T947222,C6413657,1996-04-19,M,RIYADH,319972.78,2016-09-11,21:04:17,308.0,20
947293,T947294,C8418218,1974-11-28,M,RIYADH,453461.7,2016-09-11,20:51:40,1491.0,41
947341,T947342,C5311089,1986-10-16,F,SHARJAH,85561.95,2016-09-11,22:28:17,3045.0,30
947465,T947466,C1836711,1976-09-16,F,DUBAI,16615.32,2016-09-10,21:21:49,380.0,40
947535,T947536,C6317924,1988-12-24,M,DUBAI,1686.2,2016-09-10,23:55:20,5696.86,27
948081,T948082,C4622764,1965-07-02,M,ALAIN,17828.1,2016-09-10,21:14:14,2999.0,51
948449,T948450,C1027432,1983-10-01,M,SINGAPORE,522.29,2016-09-10,20:19:35,7650.0,33
948523,T948524,C6337227,1966-06-24,M,AREZZO,251241.82,2016-09-10,17:56:59,34.35,50
948729,T948730,C1738928,1983-12-18,M,MUSCAT,16.26,2016-09-10,23:19:21,26.0,32
948913,T948914,C8838919,1983-12-18,M,MUSCAT,16.26,2016-09-10,23:16:22,300.0,32
949425,T949426,C8718944,1980-09-07,M,MOMBASA,4875052.46,2016-09-10,20:40:52,70.21,36
949502,T949503,C2217722,1981-12-25,M,NSW,26904.85,2016-09-10,20:21:53,2310.0,34
949556,T949557,C5637225,1966-06-24,M,AREZZO,251241.82,2016-09-10,17:57:32,34.35,50
950094,T950095,C1827415,1983-10-01,M,SINGAPORE,522.29,2016-09-10,22:19:08,1145.0,33
950201,T950202,C7413866,1983-07-14,M,LEIDEN,2530496.82,2016-09-10,21:07:01,1195.0,33
950610,T950611,C1626364,1978-12-21,M,HONGKONG,2241707.15,2016-09-10,20:17:15,2495.0,37
950727,T950728,C1713715,1969-01-17,M,JEDDAH,147357.6,2016-09-11,23:30:32,1269.0,47
951308,T951309,C7525591,1988-11-17,M,MANNHEIM,1680396.16,2016-09-11,23:56:13,25.0,27
951530,T951531,C4119924,1987-08-01,M,TOKYO,78539.56,2016-09-10,18:33:30,1649.0,29
951634,T951635,C6827489,1983-10-01,M,SINGAPORE,522.29,2016-09-10,22:43:14,4330.0,33
952215,T952216,C2640052,1994-09-15,F,OUTRAM,13233.2,2016-09-10,19:52:31,1495.01,22
952360,T952361,C3713849,1983-07-14,M,LEIDEN,2530496.82,2016-09-10,19:59:03,1501.5,33
952492,T952493,C2134124,1974-06-03,M,JEBEL ALI,20873.34,2016-09-10,19:24:10,562.0,42
952772,T952773,C2711782,1987-09-01,M,DOHA,54895.59,2016-09-10,19:32:45,50.0,29
953037,T953038,C8819969,1987-08-01,M,TOKYO,78539.56,2016-09-10,20:07:04,2299.0,29
953160,T953161,C1824189,1984-03-08,M,CAMP HILL,451750.1,2016-09-10,19:49:53,698.0,32
953285,T953286,C7738921,1983-12-18,M,MUSCAT,16.26,2016-09-10,20:08:12,276.0,32
953289,T953290,C2317431,1982-09-19,M,DUBAI,33429.09,2016-09-10,19:05:13,199.0,34
953486,T953487,C4024121,1984-03-08,M,CAMP HILL,451750.1,2016-09-10,19:17:40,604.0,32
953617,T953618,C8313690,1996-04-19,M,RIYADH,319972.78,2016-09-10,20:30:30,2506.0,20
953808,T953809,C4424124,1984-03-08,M,CAMP HILL,451750.1,2016-09-10,19:32:35,199.5,32
954155,T954156,C6919970,1987-08-01,M,TOKYO,78539.56,2016-09-10,20:49:52,4882.0,29
954206,T954207,C4432658,1980-02-15,M,SINGAPORE,26297.19,2016-09-10,21:29:14,6770.0,36
954392,T954393,C3228148,1992-05-15,M,MANAMA,999037.78,2016-09-10,18:38:27,1785.2,24
954580,T954581,C2118834,1974-11-19,M,RIYADH,2988545.42,2016-09-10,19:20:40,1304.0,41
954614,T954615,C1028540,1952-09-09,M,SULTANATE OFOMAN,2093332.21,2016-09-10,19:16:49,150.0,64
954723,T954724,C2413775,1969-01-17,M,JEDDAH,147357.6,2016-09-10,22:50:58,2525.0,47
954844,T954845,C9026366,1982-03-12,M,SUNNYVALE,41433.77,2016-09-10,22:47:53,2782.0,34
955054,T955055,C1140357,1991-03-13,F,NORBURY,816753.81,2016-09-10,22:04:57,780.0,25
955148,T955149,C5814827,1978-05-16,M,MEMPHIS,913604.51,2016-09-10,21:58:26,549.0,38
955690,T955691,C6818860,1974-11-19,M,RIYADH,2988545.42,2016-09-10,19:34:03,5750.0,41
955912,T955913,C8393759,1944-10-25,M,SINGAPORE,50713.16,2016-09-10,18:13:19,9000.0,72
956094,T956095,C7011037,1986-10-16,F,SHARJAH,85561.95,2016-09-10,19:24:07,1000.0,30
956681,T956682,C6828382,1982-01-05,M,JEDDAH,2808635.95,2016-09-10,16:42:54,504.25,34
956686,T956687,C2119876,1980-02-20,M,DOHA,1360730.41,2016-09-10,16:29:56,6585.0,36
956868,T956869,C7630318,1968-08-01,F,DUBAI,74.88,2016-09-10,16:40:37,650.0,48
956902,T956903,C5219878,1980-02-20,M,DOHA,1360730.41,2016-09-10,17:36:36,9440.0,36
957630,T957631,C5219940,1987-08-01,M,TOKYO,78539.56,2016-09-10,16:34:58,540.0,29
957656,T957657,C1520345,1983-11-19,F,KUWAIT,35359.95,2016-09-10,17:55:23,3383.2,32
958120,T958121,C6893714,1944-10-25,M,SINGAPORE,50713.16,2016-09-10,17:20:03,9000.0,72
958163,T958164,C1028612,1985-12-05,M,SINGAPORE,45234.1,2016-09-10,17:56:31,4345.0,30
958251,T958252,C8184355,1980-11-16,M,RIYADH,68876.62,2016-09-10,20:01:36,3800.0,35
959403,T959404,C6116565,1990-01-11,F,SINGAPORE,59247.72,2016-09-10,16:53:20,1999.0,26
959572,T959573,C6437732,1954-01-10,F,RIYADH,412927.82,2016-09-10,15:36:56,596.0,62
959849,T959850,C1420331,1983-11-19,F,KUWAIT,35359.95,2016-09-10,17:02:44,4296.0,32
960028,T960029,C4937742,1954-01-10,F,RIYADH,412927.82,2016-09-10,17:30:49,25.0,62
960737,T960738,C3036386,1981-04-01,M,SINGAPORE,766725.03,2016-09-10,13:23:05,25.0,35
960868,T960869,C1022771,1988-12-30,M,ABU DHABI,329446.9,2016-09-10,14:38:10,3107.0,27
961090,T961091,C7234343,1952-01-16,M,RIYADH,328321.81,2016-09-10,17:31:19,25.0,64
961721,T961722,C2811941,1957-07-28,M,HOOFDDORP,296375.5,2016-09-10,13:46:43,7098.0,59
962216,T962217,C6437179,1964-05-30,M,AL JUBAIL INSUDTRIAL,1388775.74,2016-09-10,13:28:24,28759.0,52
962464,T962465,C3337142,1964-05-30,M,AL JUBAIL INSUDTRIAL,1388775.74,2016-09-10,13:29:14,25000.0,52
962613,T962614,C5026939,1969-10-03,M,SAFAT,418783.34,2016-09-10,14:56:30,1667.0,47
962818,T962819,C2316528,1990-01-11,F,SINGAPORE,59247.72,2016-09-10,15:32:42,7490.0,26
962829,T962830,C7226790,1965-11-26,M,FARWANIYA,1792222.96,2016-09-10,15:37:19,25.0,50
963078,T963079,C1010719,1986-11-12,F,SINGAPORE,188728.38,2016-09-10,15:42:50,250.0,29
963310,T963311,C2119833,1980-02-20,M,DOHA,1360730.41,2016-09-10,15:41:25,2899.0,36
963330,T963331,C3727459,1983-10-01,M,SINGAPORE,522.29,2016-09-10,17:08:55,1930.5,33
963389,T963390,C6237260,1966-06-24,M,AREZZO,251241.82,2016-09-10,11:42:01,114.38,50
963705,T963706,C1027485,1983-10-01,M,SINGAPORE,522.29,2016-09-10,16:03:47,2500.0,33
964112,T964113,C8342466,1984-03-31,F,HOUSTON,775900.62,2016-09-10,13:33:01,949.0,32
964390,T964391,C8237777,1954-01-10,F,RIYADH,412927.82,2016-09-10,12:18:12,9002.0,62
964434,T964435,C5140318,1993-08-08,F,TAINAN,93255.43,2016-09-10,15:25:08,1401.27,23
964466,T964467,C7536781,1976-09-16,F,DUBAI,16615.32,2016-09-10,16:02:14,1092.0,40
964533,T964534,C8018388,1984-01-01,M,DOHA,5923.31,2016-09-10,13:43:32,125.0,32
965142,T965143,C1021228,1984-07-25,M,STAINES,10109.97,2016-09-10,15:23:27,125.0,32
965384,T965385,C3116525,1990-01-11,F,SINGAPORE,59247.72,2016-09-10,15:45:53,152.0,26
965808,T965809,C4732653,1980-02-15,M,SINGAPORE,26297.19,2016-09-10,16:11:27,3298.0,36
965826,T965827,C1736758,1976-09-16,F,DUBAI,16615.32,2016-09-10,16:01:33,1092.0,40
965971,T965972,C3733660,1963-10-15,M,ABU DHABI,680337.88,2016-09-10,12:53:16,2400.0,53
966033,T966034,C3519880,1980-02-20,M,DOHA,1360730.41,2016-09-10,15:12:56,7197.0,36
966145,T966146,C3720953,1972-12-03,M,DUBAI,668355.8,2016-09-10,13:16:20,25.0,43
966273,T966274,C6034374,1988-10-21,F,OLDHAM,675196.67,2016-09-10,15:45:44,1189.8,28
966304,T966305,C7913331,1969-09-17,M,JOHANNESBERG,1228224.31,2016-09-10,13:21:39,743.0,47
966588,T966589,C4017913,1988-12-24,M,DUBAI,1686.2,2016-09-10,13:02:01,1200.0,27
966758,T966759,C5422720,1988-12-30,M,ABU DHABI,329446.9,2016-09-10,16:08:34,3973.0,27
966971,T966972,C8828315,1982-01-05,M,JEDDAH,2808635.95,2016-09-10,16:08:37,504.25,34
967150,T967151,C7342455,1958-04-28,M,DUBAI,13848.67,2016-09-10,12:02:33,3470.0,58
967197,T967198,C4212271,1982-05-20,M,MUSCAT,236190.41,2016-09-10,14:58:54,1000.0,34
967435,T967436,C3013160,1977-10-20,M,KUALA LUMPUR,2068.0,2016-09-10,11:22:36,900.0,39
967588,T967589,C8828575,1952-09-09,M,SULTANATE OFOMAN,2093332.21,2016-09-10,12:30:58,216.0,64
968228,T968229,C3123415,1984-11-16,M,AL SALMIYA,17477.46,2016-09-10,11:30:13,420.0,31
968402,T968403,C2393723,1944-10-25,M,SINGAPORE,50713.16,2016-09-10,10:53:19,25.0,72
968593,T968594,C2828556,1952-09-09,M,SULTANATE OFOMAN,2093332.21,2016-09-10,10:13:07,1736.0,64
969491,T969492,C7821227,1984-07-25,M,STAINES,10109.97,2016-09-10,15:21:46,700.0,32
969636,T969637,C4364359,1975-02-01,M,MUSCAT,499244.93,2016-09-10,08:17:57,25.0,41
969748,T969749,C6623483,1984-11-16,M,AL SALMIYA,17477.46,2016-09-10,11:06:30,850.0,31
969976,T969977,C7528512,1952-09-09,M,SULTANATE OFOMAN,2093332.21,2016-09-10,10:35:33,3030.0,64
970667,T970668,C1434149,1983-07-01,M,EDOGAWA-KU,718576.53,2016-09-10,08:48:49,1800.0,33
971028,T971029,C3819046,1980-06-22,M,GUILDERLAND,12759.75,2016-09-10,11:39:07,3485.0,36
971118,T971119,C8938560,1963-04-17,M,SELANGOR,23032.96,2016-09-10,01:48:33,25.0,53
971722,T971723,C1742190,1978-12-07,M,FRAMINGHAM,65351.68,2016-09-10,03:14:29,1500.0,37
971876,T971877,C4224517,1986-12-25,M,MELBOURNE,147200.64,2016-09-10,11:03:52,8.43,29
972385,T972386,C4434011,1981-06-01,M,TAMPINES,20695.63,2016-09-10,00:35:49,750.0,35
972655,T972656,C6542153,1978-12-07,M,FRAMINGHAM,65351.68,2016-09-15,16:21:56,319.61,37
972687,T972688,C7536718,1976-09-16,F,DUBAI,16615.32,2016-09-10,11:48:21,374.0,40
972766,T972767,C5942170,1978-12-07,M,FRAMINGHAM,65351.68,2016-09-10,01:35:31,2100.0,37
972978,T972979,C2436978,1980-08-02,M,DUBAI,359326.67,2016-09-10,03:07:15,25.0,36
973399,T973400,C2231143,1989-04-29,M,DHAHRAN,327882.89,2016-09-10,00:42:07,6010.0,27
973480,T973481,C8337723,1954-01-10,F,RIYADH,412927.82,2016-09-10,12:15:45,3091.0,62
973559,T973560,C7624577,1986-12-25,M,MELBOURNE,147200.64,2016-09-10,11:01:46,19.63,29
973810,T973811,C8940072,1994-09-15,F,OUTRAM,13233.2,2016-09-15,17:18:09,766.0,22
974153,T974154,C7732735,1987-12-01,M,MALVERN,423048.36,2016-09-15,16:14:20,200.0,28
974154,T974155,C5722425,1982-10-25,M,DUBAI,1127892.55,2016-09-15,16:18:57,1881.0,34
974591,T974592,C5627843,1986-05-20,M,ABU DHABI,41650.66,2016-09-10,10:36:41,1370.0,30
974600,T974601,C4642287,1978-06-05,M,CHICAGO,4448.58,2016-09-10,10:10:46,6813.75,38
974884,T974885,C3425333,1980-06-10,M,MELBOURNE,2938.17,2016-09-15,13:37:12,120.0,36
975042,T975043,C5842419,1990-01-13,M,DUBLIN,23489.36,2016-09-15,14:01:22,1365.0,26
975146,T975147,C7432772,1987-12-01,M,MALVERN,423048.36,2016-09-15,16:11:40,349.0,28
975250,T975251,C2924760,1961-02-03,F,KUWAIT,525829.42,2016-09-15,13:44:19,391.0,55
975379,T975380,C4120370,1983-11-19,F,KUWAIT,35359.95,2016-09-15,13:56:28,7000.0,32
975734,T975735,C4824774,1961-02-03,F,KUWAIT,525829.42,2016-09-15,14:52:01,53.0,55
975931,T975932,C3527860,1986-05-20,M,ABU DHABI,41650.66,2016-09-10,10:43:43,657.0,30
975944,T975945,C5610966,1984-07-06,M,DUBAI,75096.29,2016-09-10,10:10:46,999.0,32
976410,T976411,C6319390,1983-11-02,M,DEVONSHIRE,42476.15,2016-09-15,16:36:31,10196.55,32
976519,T976520,C1012045,1986-04-12,F,ABU DHABI,24667.71,2016-09-15,15:08:34,25.0,30
976762,T976763,C3825290,1954-12-04,M,RIYADH,235624.38,2016-09-15,13:28:29,409.0,61
977353,T977354,C3733628,1963-10-15,M,ABU DHABI,680337.88,2016-09-15,17:00:21,1279.0,53
977498,T977499,C1819337,1983-11-02,M,DEVONSHIRE,42476.15,2016-09-15,17:28:45,2385.75,32
979560,T979561,C4123758,1958-08-01,M,FREMONT,402364.98,2016-09-15,15:07:37,2988.0,58
979705,T979706,C8313740,1969-01-17,M,JEDDAH,147357.6,2016-09-15,11:35:21,5000.0,47
980167,T980168,C3922989,1991-05-08,M,SANTA CLARA,73796.45,2016-09-15,11:49:13,7001.0,25
980183,T980184,C8019071,1989-03-27,M,SINGAPORE,589.09,2016-09-15,09:57:29,11516.48,27
981170,T981171,C2922745,1965-07-02,M,ALAIN,17828.1,2016-09-15,10:55:53,2081.12,51
981269,T981270,C8014613,1993-05-24,M,DUBAI,101422.94,2016-09-15,11:12:18,474.0,23
981574,T981575,C4026960,1969-10-03,M,SAFAT,852162.71,2016-09-15,18:43:20,25000.0,47
981589,T981590,C1912251,1966-05-15,M,DOHA,55631.61,2016-09-15,18:05:34,617.0,50
982946,T982947,C4713692,1984-12-25,M,MANAMA,93196.27,2016-09-15,18:22:27,495.0,31
983069,T983070,C6426921,1969-10-03,M,SAFAT,418783.34,2016-09-15,18:39:47,90000.0,47
983124,T983125,C6680186,1962-06-16,M,RUWI,78.92,2016-09-15,12:39:14,400.0,54
983197,T983198,C2822756,1965-07-02,M,ALAIN,17828.1,2016-09-15,10:36:09,2100.0,51
983425,T983426,C3240770,1976-10-01,M,ABU DHABI,73209.17,2016-09-15,12:52:16,315.5,40
983594,T983595,C2222736,1965-07-02,M,ALAIN,17828.1,2016-09-15,10:24:07,1680.0,51
983702,T983703,C2721289,1984-07-25,M,STAINES,10109.97,2016-09-15,11:13:53,2765.65,32
984194,T984195,C3325363,1980-06-10,M,MELBOURNE,2938.17,2016-09-15,04:04:48,1350.0,36
984276,T984277,C4021982,1985-11-09,M,ABU DHABI,300207.93,2016-09-15,11:23:50,24500.0,30
984325,T984326,C3726970,1969-10-03,M,SAFAT,418783.34,2016-09-15,18:42:09,25000.0,47
984516,T984517,C8121519,1972-06-20,M,DUBAI,19824.09,2016-09-15,18:33:51,1270.0,44
984704,T984705,C2126943,1969-10-03,M,SAFAT,418783.34,2016-09-15,18:40:26,70000.0,47
984963,T984964,C4432676,1980-02-15,M,SINGAPORE,26297.19,2016-09-15,00:05:12,4381.0,36
985082,T985083,C2624546,1986-12-25,M,MELBOURNE,147200.64,2016-09-15,15:29:18,6.87,29
985103,T985104,C5426975,1969-10-03,M,SAFAT,852162.71,2016-09-15,18:45:41,25000.0,47
985105,T985106,C3726948,1969-10-03,M,SAFAT,418783.34,2016-09-15,18:41:14,25000.0,47
985444,T985445,C2432687,1980-02-15,M,SINGAPORE,26297.19,2016-09-15,20:24:26,14584.0,36
985482,T985483,C3722478,1982-10-25,M,DUBAI,1127892.55,2016-09-15,11:09:14,3925.0,34
985518,T985519,C4840032,1994-09-15,F,OUTRAM,13233.2,2016-09-15,18:54:08,1473.0,22
985968,T985969,C2311082,1986-10-16,F,SHARJAH,85561.95,2016-09-15,00:07:36,330.0,30
986072,T986073,C6034873,1983-12-26,M,DUBAI,107968.53,2016-09-15,10:51:01,254.1,32
986409,T986410,C5627540,1958-07-11,M,SAN JOSE,2757519.1,2016-09-15,00:48:07,690.0,58
986507,T986508,C7918361,1984-01-01,M,DOHA,5923.31,2016-09-15,18:43:19,6455.0,32
986545,T986546,C7310082,1993-04-22,M,SAN JOSE,105567.91,2016-09-15,00:42:30,172.15,23
986776,T986777,C7725386,1980-06-10,M,MELBOURNE,2938.17,2016-09-15,03:46:12,155.0,36
987127,T987128,C3031432,1954-11-21,M,FONTENAY AUX ROSES,36206.7,2016-09-15,06:47:22,1198.0,61
987249,T987250,C8911063,1986-10-16,F,SHARJAH,85561.95,2016-09-15,19:36:54,350.0,30
988210,T988211,C5934829,1983-12-26,M,DUBAI,107968.53,2016-09-15,19:48:59,2015.0,32
988985,T988986,C5321464,1968-05-19,M,SOUTH MORANG,149700.38,2016-09-15,23:20:05,6160.0,48
989166,T989167,C4525677,1965-10-23,M,SURREY,695106.47,2016-09-15,20:31:08,13950.0,51
989311,T989312,C1324530,1986-12-25,M,MELBOURNE,147200.64,2016-09-15,10:33:36,6.87,29
990697,T990698,C3328151,1992-05-15,M,MANAMA,999037.78,2016-09-15,19:04:17,281.0,24
990853,T990854,C6024547,1986-12-25,M,MELBOURNE,147200.64,2016-09-14,11:07:55,6.89,29
991144,T991145,C4679072,1963-08-04,M,LONDON,43067.21,2016-09-14,10:17:31,6730.0,53
992970,T992971,C7680182,1962-06-16,M,RUWI,78.92,2016-09-14,00:40:11,599.0,54
993161,T993162,C7725934,1970-09-18,M,SINGAPORE,293035.25,2016-09-14,08:29:09,1000.0,46
993532,T993533,C6224522,1986-12-25,M,MELBOURNE,147200.64,2016-09-14,15:28:39,6.89,29
993581,T993582,C6026954,1969-10-03,M,SAFAT,852162.71,2016-09-15,18:44:44,25000.0,47
993690,T993691,C7323122,1979-06-03,M,DUBAI,2304399.98,2016-09-15,21:55:00,4165.0,37
994258,T994259,C4134814,1983-12-26,M,DUBAI,16792.18,2016-09-14,09:31:50,144.0,32
994430,T994431,C7438984,1983-12-18,M,MUSCAT,16.26,2016-09-14,09:30:48,300.0,32
994761,T994762,C6634885,1983-12-26,M,DUBAI,18438.06,2016-09-14,09:32:41,144.0,32
995473,T995474,C4318854,1974-11-19,M,RIYADH,2988545.42,2016-09-14,12:07:19,1521.7,41
995712,T995713,C3927587,1992-09-27,M,SINGAPORE,190081.55,2016-09-14,00:13:30,65.0,24
995753,T995754,C3642286,1978-06-05,M,CHICAGO,4448.58,2016-09-14,12:30:37,7000.0,38
995858,T995859,C8432348,1982-05-09,M,DUBAI,6062407.91,2016-09-14,10:43:58,468.0,34
995915,T995916,C7226947,1969-10-03,M,SAFAT,418783.34,2016-09-14,12:18:39,765.0,47
996678,T996679,C1726631,1994-03-08,M,KAYLA,3645.1,2016-09-14,10:25:13,220.0,22
996977,T996978,C8824760,1961-02-03,F,KUWAIT,525829.42,2016-09-14,12:48:44,191.0,55
997185,T997186,C4323784,1958-08-01,M,FREMONT,402364.98,2016-09-14,11:15:03,50000.0,58
997226,T997227,C3342188,1978-12-07,M,FRAMINGHAM,65351.68,2016-09-14,13:10:16,593.69,37
997352,T997353,C3217048,1985-07-11,M,LAGOS,6489159.04,2016-09-14,11:19:01,251.0,31
997376,T997377,C2621436,1989-11-05,M,FAHAHEL,9226.08,2016-09-14,02:30:28,60.0,26
997414,T997415,C5618891,1974-11-19,M,RIYADH,2988545.42,2016-09-14,14:31:50,2510.0,41
997527,T997528,C1542232,1978-06-05,M,CHICAGO,4448.58,2016-09-14,11:53:20,700.0,38
997743,T997744,C1034391,1981-04-12,M,JERSEY CITY,198466.33,2016-09-14,12:40:34,1100.0,35
997774,T997775,C5222656,1989-05-04,M,OMAN MUSCAT,17554.01,2016-09-14,11:42:26,6721.85,27
997902,T997903,C3221416,1989-11-05,M,FAHAHEL,9226.08,2016-09-14,02:29:32,60.0,26
998540,T998541,C2017036,1985-07-11,M,LAGOS,13197.59,2016-09-14,13:14:39,18630.0,31
998575,T998576,C4295038,1990-08-13,M,AGNES WATER,120507.39,2016-09-14,11:54:53,16.33,26
998917,T998918,C3030924,1989-10-16,M,KANATA,24085.68,2016-09-14,15:41:47,629.0,27
999045,T999046,C5542616,1988-12-18,M,SINGAPORE,61544.94,2016-09-14,16:14:30,125.0,27
999113,T999114,C5879051,1963-08-04,M,LONDON,43067.21,2016-09-14,11:48:38,2530.0,53
999213,T999214,C8672873,1985-06-01,M,DUBAI,23578.46,2016-09-14,15:14:25,2802.0,31
999430,T999431,C1442284,1978-06-05,M,CHICAGO,4448.58,2016-09-14,14:01:18,1850.0,38
999466,T999467,C5130968,1989-10-16,M,KANATA,24085.68,2016-09-14,13:57:32,4505.0,27
999572,T999573,C4542692,1988-12-18,M,SINGAPORE,61544.94,2016-09-14,13:49:46,270.0,27
999865,T999866,C2817188,1986-03-16,M,ABU DHABI,610098.05,2016-09-14,12:02:44,6999.0,30
1000079,T1000080,C3515392,1958-01-13,F,KUALA LUMPUR,26814.42,2016-09-14,13:20:05,1890.0,58
